-0.0853314398159, 1
-0.0840998845708, 1
-0.0524574502279, 1
-0.0450571629741, 1
-0.0443160686034, 1
-0.0377428952325, 1
-0.0365997766632, 1
-0.0331391362674, 1
-0.020603927096, 1
-0.012494478531, 1
-0.00857842310392, 1
-0.00632160912493, 1
-0.0014508260442, 1
0.00628715076787, 1
0.0102566381398, 1
0.0131044379406, 1
0.0170132709915, 1
0.0283425935749, 1
0.0287899639027, 1
0.0403146523646, 1
0.0495784861263, 1
0.0586271922029, 1
0.0629020765707, 1
0.0660039561421, 1
0.0799208578425, 1
0.0800175041345, 1
0.0892193194502, 1
0.0939481586517, 1
0.181201548907, 1
