-0.228187503933, 1
-0.172833780047, 1
-0.149454386654, 1
-0.148027334493, 1
-0.134059695355, 1
-0.100185457166, 1
-0.0911582186953, 1
-0.0838320223882, 1
-0.0684965707138, 1
-0.0642118969952, 1
-0.0599819709359, 1
-0.0425865555488, 1
-0.0198428677846, 1
-0.018872536394, 1
-0.0145862372231, 1
-0.0111462012516, 1
-0.0026499799458, 1
0.0269634516515, 1
0.0340050428647, 1
0.0837527179283, 1
0.0880309481635, 1
0.0987479852177, 1
0.145929330944, 1
0.164458613326, 1
0.171079650773, 1
0.199422681718, 1
0.200882303437, 1
0.204914994507, 1
0.207792245305, 1
0.236669639832, 1
0.370378492023, 1
